,30min_Coin1,30min_Coin2,30min_Score,30min_P-Value,30min_OLS-Constant,30min_OLS-Coefficient,30min_R-squared,30min_Adjusted-R-squared
37,NEOUSDT,QTUMUSDT,-3.4308024085916022,0.0390426299215076,-1.5898919551442636,4.2598649609987165,0.8535722882857198,0.8535667107246139
38,NEOUSDT,ADAUSDT,-2.851611592622683,0.14981419076909452,3.064210249300897,20.058288964323644,0.6055099892761595,0.6054949628025861
39,NEOUSDT,XRPUSDT,-2.347834046683214,0.34994251443171975,5.584002134450406,10.787679841250533,0.08948737343053037,0.08945269119891619
40,NEOUSDT,EOSUSDT,-2.404907313876258,0.3225342894652651,6.230889131377289,5.992523661192024,0.133806399709818,0.13377340562913054
41,NEOUSDT,TUSDUSDT,-2.732996789497802,0.18793605578064193,14.652219867939275,-3.92731071754169,0.16457673797941652,0.16454491596814091
42,NEOUSDT,IOTAUSDT,-2.726962309287525,0.19003158956833077,1.7473801899805974,43.955436019468,0.5044584094965459,0.504439533878883
43,NEOUSDT,XLMUSDT,-2.291179186108516,0.3779624577532809,5.903402449701069,48.631468457040654,0.0785226027111312,0.07848750282169814
44,NEOUSDT,ONTUSDT,-5.336522874035022,3.7812336219522435e-05,-0.7657151048122104,50.82754568445168,0.8770817213594054,0.8770770392934076
45,NEOUSDT,TRXUSDT,-2.897345041109191,0.13666578092949194,2.703106092643292,92.5786318927601,0.4568890170217942,0.4568683294438801
46,LTCUSDT,QTUMUSDT,-2.6651915878078727,0.2123468091142116,61.68841284699174,6.3130268534007685,0.14908042976245173,0.14904801748308416
47,LTCUSDT,ADAUSDT,-2.7552667719650157,0.1803333745050989,74.59064688672183,14.978681022810218,0.026852047679995272,0.02681497961340029
48,LTCUSDT,XRPUSDT,-3.0407811887715193,0.10082708088731379,86.69432139508898,-11.46904618409943,0.00804372077465354,0.008005936282244108
49,LTCUSDT,EOSUSDT,-3.2999174548256898,0.05474614509881276,45.43403775928363,42.24680863020754,0.5288614423597933,0.5288434962752453
50,LTCUSDT,TUSDUSDT,-2.885082906830181,0.14010752831546658,80.60888497477997,0.09294393853940465,7.330216270640122e-06,-3.076038936611347e-05
51,LTCUSDT,IOTAUSDT,-2.74581598651578,0.1835345957849696,65.55669111110579,70.13461047790386,0.10213196313370132,0.10209776254569747
52,LTCUSDT,XLMUSDT,-3.0962947043281126,0.08904943474512655,88.39279229918384,-70.30414143866022,0.013050238746316611,0.013012644956606811
53,LTCUSDT,ONTUSDT,-2.7795597104057808,0.17227506066013276,63.09699305401263,74.53237189971597,0.14997828597853757,0.14994590789930773
54,LTCUSDT,TRXUSDT,-3.161745364654405,0.07656161514066111,91.22492161439925,-114.35838368862198,0.05543983614473036,0.05540385701229389
55,QTUMUSDT,ADAUSDT,-3.452005147984724,0.03689385437273261,1.1271532885079947,4.6236797050517975,0.6840067469221802,0.6839947104595635
56,QTUMUSDT,XRPUSDT,-2.5450945990114415,0.2595511751429518,1.4738212387595238,2.933983746436669,0.14072537923797634,0.14069264870734133
57,QTUMUSDT,EOSUSDT,-2.659791851052942,0.21437192659595888,1.6276050669928552,1.6563655812803273,0.21733072179055624,0.2173009092252034
58,QTUMUSDT,TUSDUSDT,-2.676733957054245,0.20805787082800775,3.3925926922338774,-0.4394308577787677,0.04380365836340616,0.043767235998661724
59,QTUMUSDT,IOTAUSDT,-3.7618837766208006,0.015226185427820848,0.6430088809516868,10.969249969301323,0.6678907139162479,0.6678780635796737
60,QTUMUSDT,XLMUSDT,-2.397182562653954,0.32619055009625153,1.313196378153914,15.485416283520724,0.16926105583463447,0.1692294122531709
61,QTUMUSDT,ONTUSDT,-5.271327151530393,5.0639065117936983e-05,0.44078250026587795,10.884003973583598,0.8550086765359881,0.8550031536881816
62,QTUMUSDT,TRXUSDT,-2.7605918035112915,0.17854599663431525,1.2517251263459586,19.084715641903124,0.4127736304707552,0.41275126249873195
63,ADAUSDT,XRPUSDT,-1.4043368825921587,0.796022815780747,0.13647224137932606,0.5170945452869254,0.13661929230099235,0.13658640536587263
64,ADAUSDT,EOSUSDT,-1.6050671833060774,0.7187464365788089,0.21420104309682678,0.23125891291319498,0.13240999981357615,0.13237695254278103
65,ADAUSDT,TUSDUSDT,-1.719444508078782,0.6679624839532508,0.44248722890312875,-0.04052640068069965,0.011644489332008678,0.011606841996059769
66,ADAUSDT,IOTAUSDT,-4.193920731002654,0.003725964685047047,-0.06500896101346632,2.1884134417191023,0.830855279056089,0.8308488361840004
67,ADAUSDT,XLMUSDT,-1.2763283670616974,0.8367648341751512,0.12913847660000455,2.537759401217909,0.14207814057734192,0.1420454615745833
68,ADAUSDT,ONTUSDT,-2.741639839680482,0.18496098092025304,0.029213561881507637,1.601308654250418,0.5784400273995581,0.5784239698071839
