date,BTCUSDT_ETHUSDT_p_val,BTCUSDT_BNBUSDT_p_val,ETHUSDT_BNBUSDT_p_val
2023-01-01,0.28342439862011753,0.1953506900638053,0.17466154011183183
2023-01-02,0.6254959729917615,0.22161749790289276,0.19435354438436692
2023-01-03,0.5560852491093647,0.13412979590785062,0.024042827187427774
2023-01-04,0.5746562209581156,0.341556251155139,0.02148278966468102
2023-01-05,0.9024948781066972,0.36886092824470695,0.015052386849459434
2023-01-06,0.9645729080616325,0.2344462004120315,0.02758731158503704
2023-01-07,0.8103547363715676,0.3991695988679015,0.008343070627798864
2023-01-08,0.7919399408250378,0.3575869933826711,0.0031931142531183413
2023-01-09,0.8606106192327265,0.28530527801535394,0.00020541520693469502
2023-01-10,0.890103949480765,0.1714996810672184,0.019293415067383055
2023-01-11,0.5734480564718342,0.24948780002368554,0.13593037456559331
2023-01-12,0.38088756729561324,0.04094088759982375,0.005208426930632068
2023-01-13,0.7729518977989491,0.6389418964103319,0.1359760955256354
2023-01-14,0.4786022938925973,0.20602399729302895,0.15356106731963426
2023-01-15,0.18432816228059118,0.2603510185553789,0.42292637741773337
2023-01-16,0.5175867996452902,0.15394699807726603,0.470514353308706
2023-01-17,0.06374914067659439,0.11367917907150094,0.7452145269057215
2023-01-18,0.40349889419962337,0.12024744514735208,0.7983846472313734
2023-01-19,0.7177482382899261,0.21858051634205178,0.8742898869774413
2023-01-20,0.659842674074261,0.1962737368455887,0.8566888548527457
2023-01-21,0.7159216923025282,0.3985653183593994,0.9347845178807141
2023-01-22,0.8672013145387025,0.982283776586791,0.9303792359734331
2023-01-23,0.7936924582015877,0.9357195516078044,0.8179507950727312
2023-01-24,0.8436798971232016,0.909485426699453,0.7203060924986477
2023-01-25,0.966269770812121,0.4550467988714776,0.41586962944282124
2023-01-26,0.849704632992021,0.36439598135726514,0.8300491526866375
2023-01-27,0.8353479414262606,0.4568114708497566,0.6756393043049357
2023-01-28,0.749232231785633,0.3277674574117694,0.6641303474494509
2023-01-29,0.9009128419763051,0.6678296278395565,0.08618887741004877
2023-01-30,0.7270917869246527,0.3006301938281566,0.09924156374172455
2023-01-31,0.7605629106729326,0.2961107189057364,0.00011487070375928056
2023-02-01,0.7319449656797332,0.0782270180559075,0.009105100448511106
2023-02-02,0.5302189445016916,0.05074710672469553,0.005662537166753944
2023-02-03,0.20820162671734205,0.07931986216820908,0.8294715251124083
2023-02-04,0.48269494354721104,0.8437604434058894,0.9175411431983429
2023-02-05,0.4947670316915902,0.8542405050953715,0.8743055403642417
2023-02-06,0.3835353152580266,0.882434310877389,0.8999946537672507
2023-02-07,0.33805251338924597,0.8371542681958295,0.6796142516044311
2023-02-08,0.40903936390063644,0.8811993748830391,0.7099822646788031
2023-02-09,0.4170546840691131,0.6819569625215821,0.3791901518027567
2023-02-10,0.3133177417636797,0.18548481839494008,0.5470533173622855
2023-02-11,0.5668123278790149,0.25124590810922665,0.2392966170849733
2023-02-12,0.7138875872296475,0.48520636768853737,0.0940605857453079
2023-02-13,0.6903740994432186,0.6939716812089516,0.5593392635198681
2023-02-14,0.5723938667777896,0.43170104121343084,0.3737411950339473
2023-02-15,0.08373761185046169,0.5913054674023398,0.2844132801555862
2023-02-16,0.4295558101476836,0.6785388343185832,0.39573463411837934
2023-02-17,0.35603456044685766,0.5667059754140955,0.4183930790819871
2023-02-18,0.40437057191731773,0.8139543602078461,0.7442008546094544
2023-02-19,0.03363243848745842,0.10117512116989996,0.5406382928118187
2023-02-20,0.45556949290303367,0.8759312237314741,0.6475468390592224
2023-02-21,0.39206070142212995,0.947270071669939,0.3632816418042977
2023-02-22,0.5635918386602736,0.914293657907534,0.694272937203318
2023-02-23,0.7374834252727285,0.8758998160099757,0.7176721076661495
2023-02-24,0.6414023418822332,0.476060891868282,0.7954524147886017
2023-02-25,0.6261702469889555,0.3416771351820556,0.7407586123205956
2023-02-26,0.6490802412941303,0.36219030043987566,0.7296161336812924
2023-02-27,0.511593687937863,0.7875183465710436,0.741273618551438
2023-02-28,0.6204034751433971,0.7779869020619669,0.7688063894900331
2023-03-01,0.5692076604785137,0.7787588345648759,0.7237546448831225
2023-03-02,0.519718034771861,0.7847177309483745,0.7759091475193223
2023-03-03,0.6407054263277521,0.4769953201002258,0.8497429342388565
2023-03-04,0.6693955224590209,0.46124238399820744,0.8436591448582142
2023-03-05,0.49677223222062067,0.7795131237568799,0.8431025366874714
2023-03-06,0.319831682313251,0.7833508670319134,0.7802564919800639
2023-03-07,0.34045157563074213,0.7560868905593553,0.6578191008245651
2023-03-08,0.3194985483499025,0.7450729353856688,0.29836665087392256
2023-03-09,0.04250669628794155,0.762312287316676,0.08383936199733799
2023-03-10,0.33862419214896344,0.6248272094542879,0.9523975661296518
2023-03-11,0.3575313254195325,0.5720625440977376,0.6683645471946469
2023-03-12,0.4508771418681974,0.2680384211073365,0.2544326033692348
2023-03-13,0.7050881249421721,9.91588749653661e-06,0.0001728858531181507
2023-03-14,0.9305792510993048,0.37624287807242696,0.03731572441615918
2023-03-15,0.5561420680919668,0.12442388182112718,0.07468012319478923
2023-03-16,0.8778725800390941,0.3073335744407759,0.9154803933251631
2023-03-17,0.9161711801057345,0.011204228103673306,0.17629909306417396
2023-03-18,0.1326255560507399,0.00331485836655624,0.029224218465571106
2023-03-19,0.18944942537452203,0.37374408367111667,0.14570778684234048
2023-03-20,0.9795158307128962,0.02589492092986198,0.13557324573172108
2023-03-21,0.9747078132620011,0.06550805397636664,0.008238388080527228
2023-03-22,0.9179826345430853,0.12139707393910004,0.009742489124861121
2023-03-23,0.7802184003454071,0.4031422689154649,0.010604246284183615
2023-03-24,0.19586384557859537,0.43603656013095937,0.07756222595974184
2023-03-25,0.2148960387605212,0.515286717293215,0.031322928008615754
2023-03-26,0.25862860627883877,0.5149983343159618,0.06644734338986971
2023-03-27,0.22415596807828303,0.4201572168903644,0.056958529058078924
2023-03-28,0.8105384577442765,0.7184010211791683,0.09698134037150341
2023-03-29,0.987270637196716,0.7432297517871601,0.31929566244934005
2023-03-30,0.11823019744951208,0.9281669732980632,0.5536839768865128
2023-03-31,0.0398051281584864,0.8342066146170323,0.5903531608652773
2023-04-01,0.027952079134409506,0.8897789903449193,0.7621674347306029
2023-04-02,0.34276735989960605,0.9177911873975086,0.8511207936348687
2023-04-03,0.26471232352324714,0.910188756742955,0.8026546856740042
2023-04-04,0.3212565539337716,0.935278737996798,0.9106832382147442
2023-04-05,0.314580809390833,0.9426356057611527,0.970061271506851
2023-04-06,0.7784151590970925,0.9126224089146906,0.9796748241037877
2023-04-07,0.63477182592292,0.9087266423475487,0.9538654871096114
2023-04-08,0.723434036471192,0.9607760325133626,0.9216484752088618
2023-04-09,0.6798860616716068,0.9473919632810401,0.7484368745693304
2023-04-10,0.6362816152854659,0.9009660950432847,0.6041070403247322
2023-04-11,0.3442826525879811,0.8267884359241644,0.8872280562073547
2023-04-12,0.4442252479364027,1.0,0.814085562573903
2023-04-13,0.1923892691346199,0.5186716374482253,0.4310576226961462
2023-04-14,0.11022231021709378,0.20149191567934904,0.5475100980868798
2023-04-15,0.007088838377937409,0.197565880799208,0.9485456679149078
2023-04-16,0.014300548315986024,0.8803587881281931,0.9871210963532843
2023-04-17,0.07411006431726254,0.586919931581478,0.9464691871606898
2023-04-18,0.0062343949863175804,0.7197649577663194,0.7009569394732156
2023-04-19,0.11369822321399975,0.6253252132660476,0.5045649369500317
2023-04-20,0.1098304597443594,0.5981182796609074,0.5579768296629695
2023-04-21,0.40102448237930166,0.6701046783842157,0.670348552674744
2023-04-22,0.47990964731653374,0.6595143248299107,0.5066187489953257
2023-04-23,0.3754935694164764,0.6779846678833585,0.3147834705284752
2023-04-24,0.4933845019333355,0.7776386774527588,0.14140121907294123
2023-04-25,0.502378813961698,0.8834569347414447,0.41731907002686924
2023-04-26,0.38812941213555774,0.8212093805157706,0.855908418912265
2023-04-27,0.332077267804477,0.7103070833700579,0.7830905899443781
2023-04-28,0.4020340251158705,0.5777351321883734,0.7287417397651276
2023-04-29,0.30205691202003204,0.5825211432147079,0.6601005424820279
2023-04-30,0.2673018040988283,0.5881889694161788,0.681854321940013
2023-05-01,0.10249737551307658,0.5445186743065835,0.7790443398238842
2023-05-02,0.5076860459635449,0.7949572460799522,0.7555960491882752
2023-05-03,0.00419245356167596,0.6877166190305599,0.6631695334947767
2023-05-04,0.017939606017831754,0.6976363331790094,0.6847922008849073
2023-05-05,0.03791053078577146,0.6900356576627504,0.672519866997195
2023-05-06,0.49540730114593373,0.6932035608395772,0.6622276628859051
2023-05-07,0.46340791398679326,0.6403203822725094,0.5653013911833716
2023-05-08,0.469746391188698,0.6301203410967362,0.5671982749697185
2023-05-09,0.5656759661198609,0.7053330043906283,0.5537060215613423
2023-05-10,0.5370472228976018,0.4802010187866453,0.5396999099599823
2023-05-11,0.007507822884861064,0.41607306908669195,0.55275829564636
2023-05-12,0.4962970000951369,0.14224008781751324,0.5433096754289862
2023-05-13,0.5095740508089892,0.06575455262169083,0.41250097147650994
2023-05-14,0.700371801789843,0.05098717382107503,0.12892477191382612
2023-05-15,0.6801600486192616,0.1518020153913508,0.11563394126391907
2023-05-16,0.6425087752845263,0.1487968136094076,0.18907799388390767
2023-05-17,0.1790407774228398,0.08450043272312496,0.09313346176679393
2023-05-18,0.10137581451636946,0.08853448221705262,0.005590887513071076
2023-05-19,0.15462222163617007,0.48483286236834405,0.0383067714595274
2023-05-20,0.24833025248457335,0.5026459053721412,0.003857286693134073
2023-05-21,0.022922082645389454,0.795263119966845,0.06554520577113802
2023-05-22,0.015352632584206393,0.6721699733104275,0.062424627881832
2023-05-23,0.007943608244837577,0.2746551325394526,0.05301027964079196
2023-05-24,0.03310375768867318,0.40735742656005264,0.39607088574227756
2023-05-25,0.03147010974025613,0.4304940578042292,0.19301712908998409
2023-05-26,0.6761508871866597,0.005186425978291002,0.05968139722804778
2023-05-27,0.8360504646342795,0.017594867299697836,0.5291760903633383
2023-05-28,0.8281898494750735,0.008679630661643541,0.000315743198177612
2023-05-29,0.8910348001127036,0.0027824603110371,0.03203451279831725
2023-05-30,1.0,0.14573212861726303,0.11518343985051216
2023-05-31,0.9797740613060114,0.00043987520853814574,0.0500096961891137
2023-06-01,0.9924222756581239,0.6875483146621133,0.40984078950760594
2023-06-02,0.9897915517117832,0.6792799710120767,0.7744701377216971
2023-06-03,0.42816829980995125,0.7411901849089563,0.8282853149077667
2023-06-04,0.9023834187732341,0.6724276866273795,0.7592577274803565
2023-06-05,0.2032363588205584,0.7515325648266895,0.8598282526559362
2023-06-06,0.5810216778235912,0.8482489583496591,0.5590758325210076
2023-06-07,0.15065808704775696,0.11775816330333538,0.30943520748945763
2023-06-08,0.5840120246263576,0.010840334029992392,0.7203766378627551
2023-06-09,0.7147619756317206,0.003949506066511488,0.6782036705256114
2023-06-10,0.8161175973207129,0.004606550364681509,0.6505947945095854
2023-06-11,0.8295357891158801,0.003823838689772936,0.31772377926121026
2023-06-12,0.7596786110210809,0.0026002953565888534,0.29237506273595604
2023-06-13,0.31766869319283264,0.0024213839643050794,0.3109553990262043
2023-06-14,0.7071312521850914,0.002947610070801262,0.4143860680387929
