time,open,high,low,close,MACD,Signal,Daily Percentage Differencing
1723661280,206.57,206.6,206.53,206.6,0.059357411,0.049067589,0.009681479
1723661340,206.6,206.61,206.57,206.59,0.059216113,0.051097294,-0.004840271
1723661400,206.56,206.63,206.55,206.58,0.057632862,0.052404408,-0.004840505
1723661460,206.58,206.63,206.57,206.61,0.0581288,0.053549286,0.014522219
1723661520,206.62,206.66,206.6,206.65,0.061045803,0.055048589,0.019360147
1723661580,206.65,206.72,206.64,206.69,0.065826408,0.057204153,0.0193564
1723661640,206.67,206.71,206.66,206.7,0.069619459,0.059687214,0.004838163
1723661700,206.7,206.72,206.65,206.7,0.071797838,0.062109339,0
1723661760,206.71,206.74,206.65,206.72,0.074281778,0.064543827,0.009675859
1723661820,206.73,206.82,206.72,206.8,0.081763135,0.067987688,0.03869969
1723661880,206.8,206.88,206.8,206.84,0.089883707,0.072366892,0.01934236
1723661940,206.84,206.84,206.77,206.82,0.093626221,0.076618758,-0.00966931
1723662000,206.82,206.82,206.73,206.73,0.088311938,0.078957394,-0.043516101
1723662060,206.73,206.78,206.66,206.75,0.084737363,0.080113388,0.009674455
1723662120,206.75,206.79,206.73,206.78,0.083364264,0.080763563,0.014510278
1723662180,206.77,206.79,206.74,206.78,0.081338455,0.080878541,0
1723662240,206.79,206.79,206.73,206.76,0.077228907,0.080148615,-0.009672115
1723662300,206.76,206.81,206.75,206.81,0.077117678,0.079542427,0.024182627
1723662360,206.82,206.93,206.82,206.91,0.084128907,0.080459723,0.048353561
1723662420,206.91,206.96,206.89,206.94,0.091056463,0.082579071,0.014499058
1723662480,206.94,206.97,206.85,206.85,0.088266868,0.083716631,-0.043490867
1723662540,206.84,206.86,206.745,206.745,0.07669933,0.08231317,-0.050761421
1723662600,206.745,206.78,206.66,206.69,0.062374912,0.078325519,-0.02660282
1723662660,206.67,206.72,206.6,206.64,0.046452649,0.071950945,-0.024190817
1723662720,206.64,206.75,206.64,206.72,0.039830333,0.065526822,0.038714673
1723662780,206.72,206.75,206.5,206.59,0.023817631,0.057184984,-0.062886997
1723662840,206.58,206.6,206.4,206.47,0.001427992,0.046033586,-0.058086064
1723662900,206.48,206.57,206.46,206.49,-0.014534581,0.033919952,0.009686637
1723662960,206.49,206.52,206.35,206.44,-0.030863837,0.020963194,-0.024214248
1723663020,206.42,206.49,206.4,206.47,-0.040912527,0.00858805,0.014532067
1723663080,206.49,206.57,206.47,206.55,-0.041937426,-0.001517045,0.038746549
1723663140,206.52,206.56,206.5,206.53,-0.043857932,-0.009985223,-0.009682885
1723663200,206.54,206.56,206.44,206.46,-0.050446842,-0.018077547,-0.033893381
1723663260,206.45,206.51,206.39,206.47,-0.05423648,-0.025309333,0.004843553
1723663320,206.47,206.49,206.43,206.47,-0.05658749,-0.031564965,0
1723663380,206.45,206.53,206.44,206.52,-0.053795974,-0.036011167,0.024216593
1723663440,206.52,206.57,206.5,206.52,-0.050995829,-0.039008099,0
1723663500,206.52,206.56,206.46,206.56,-0.045029951,-0.040212469,0.019368584
1723663560,206.56,206.65,206.56,206.62,-0.035056343,-0.039181244,0.02904725
1723663620,206.61,206.61,206.55,206.57,-0.030831365,-0.037511268,-0.024199013
1723663680,206.57,206.57,206.52,206.56,-0.027967563,-0.035602527,-0.004840974
1723663740,206.56,206.56,206.51,206.53,-0.027798287,-0.034041679,-0.014523625
1723663800,206.53,206.53,206.42,206.465,-0.032534059,-0.033740155,-0.031472425
1723663860,206.46,206.57,206.41,206.54,-0.029890757,-0.032970275,0.03632577
1723663920,206.56,206.58,206.5,206.52,-0.0290746,-0.03219114,-0.009683354
1723663980,206.53,206.55,206.44,206.47,-0.032092431,-0.032171398,-0.02421073
1723664040,206.49,206.51,206.47,206.48,-0.033293381,-0.032395795,0.004843319
1723664100,206.49,206.55,206.46,206.46,-0.035450327,-0.033006701,-0.009686168
1723664160,206.46,206.6,206.46,206.53,-0.031152204,-0.032635802,0.033904873
1723664220,206.54,206.54,206.5,206.5,-0.02982288,-0.032073217,-0.014525735
1723664280,206.49,206.52,206.45,206.52,-0.026846083,-0.03102779,0.00968523
1723664340,206.52,206.62,206.49,206.61,-0.017028409,-0.028227914,0.043579314
1723664400,206.62,206.65,206.57,206.61,-0.009142444,-0.02441082,0
1723664460,206.62,206.69,206.58,206.68,0.002724252,-0.018983806,0.033880257
1723664520,206.69,206.73,206.66,206.71,0.014383638,-0.012310317,0.014515193
1723664580,206.71,206.74,206.67,206.7,0.022556847,-0.005336884,-0.004837695
1723664640,206.7,206.705,206.65,206.7,0.028703301,0.001471153,0
1723664700,206.7,206.73,206.7,206.73,0.035584957,0.008293914,0.014513788
1723664760,206.73,206.73,206.65,206.66,0.034986997,0.01363253,-0.033860591
1723664820,206.65,206.67,206.58,206.64,0.032524355,0.017410895,-0.009677732
1723664880,206.66,206.68,206.63,206.67,0.03261745,0.020452206,0.014518002
1723664940,206.69,206.76,206.68,206.73,0.037105003,0.023782765,0.02903179
1723665000,206.76,206.86,206.68,206.69,0.03700716,0.026427644,-0.019348909
1723665060,206.685,206.83,206.63,206.77,0.042890535,0.029720222,0.038705307
1723665120,206.77,206.84,206.73,206.82,0.050999839,0.033976146,0.024181458
1723665180,206.82,206.84,206.72,206.79,0.054378926,0.038056702,-0.014505367
1723665240,206.79,206.89,206.79,206.85,0.06119298,0.042683957,0.029014943
1723665300,206.84,207,206.84,207,0.077800083,0.049707183,0.072516316
1723665360,207,207.02,206.95,206.95,0.085936131,0.056952972,-0.024154589
1723665420,206.93,206.94,206.87,206.88,0.085747153,0.062711808,-0.033824595
1723665480,206.88,206.9,206.74,206.775,0.07624585,0.065418617,-0.05075406
1723665540,206.77,206.82,206.65,206.68,0.060354562,0.064405806,-0.045943659
1723728600,211.27,211.54,210.86,211.44,0.426931422,0.136910929,2.303077221
1723728660,211.45,211.68,211.21,211.4,0.706079316,0.250744606,-0.018917896
1723728720,211.39,211.39,210.99,211.09,0.892009098,0.378997505,-0.146641438
1723728780,211.07,211.59,211,211.59,1.067401273,0.516678258,0.236865792
1723728840,211.6,211.9,211.42,211.89,1.216584303,0.656659467,0.141783638
1723728900,211.94,211.94,211.42,211.42,1.282108507,0.781749275,-0.221813205
1723728960,211.42,211.81,211.41,211.8,1.349147602,0.895228941,0.179737016
1723729020,211.8,212.09,211.78,211.96,1.39905974,0.995995101,0.075542965
1723729080,211.97,211.99,211.355,211.36,1.374357744,1.071667629,-0.283072278
1723729140,211.35,211.61,211.35,211.58,1.356891988,1.128712501,0.104087812
1723729200,211.6,211.79,211.26,211.37,1.310992699,1.165168541,-0.099253238
1723729260,211.35,211.5,211.16,211.49,1.269664279,1.186067688,0.056772484
1723729320,211.53,211.67,211.38,211.44,1.21882675,1.192619501,-0.02364178
1723729380,211.5,211.5,211.26,211.29,1.153141202,1.184723841,-0.070942111
1723729440,211.37,211.4,211.15,211.165,1.078565445,1.163492162,-0.059160396
1723729500,211.2,211.41,211.11,211.11,1.003458337,1.131485397,-0.026045983
1723729560,211.14,211.24,210.81,210.92,0.918021619,1.088792641,-0.090000474
1723729620,210.91,211.02,210.69,210.85,0.835038189,1.038041751,-0.033187939
1723729680,210.86,210.99,210.7,210.82,0.758113414,0.982056084,-0.014228124
1723729740,210.82,211.08,210.82,211.08,0.709945988,0.927634064,0.123327957
1723729800,211.02,211.09,210.9,211.09,0.664915144,0.87509028,0.00473754
1723729860,211.05,211.05,210.68,210.72,0.592541518,0.818580528,-0.175280686
1723729920,210.72,210.84,210.58,210.78,0.533872249,0.761638872,0.028473804
1723729980,210.81,210.81,210.58,210.59,0.466665589,0.702644215,-0.09014138
1723730040,210.62,210.65,210.28,210.345,0.389148512,0.639945075,-0.116339807
1723730100,210.355,210.56,210.33,210.45,0.332357087,0.578427477,0.049917992
1723730160,210.47,210.48,210.17,210.28,0.270513582,0.516844698,-0.080779282
1723730220,210.3,210.41,210.17,210.35,0.224561963,0.458388151,0.033288948
1723730280,210.37,210.5,210.27,210.43,0.192382639,0.405187049,0.038031852
1723730340,210.41,210.41,210.18,210.34,0.157799035,0.355709446,-0.042769567
1723730400,210.33,210.62,210.33,210.35,0.12970306,0.310508169,0.004754207
1723730460,210.37,210.51,210.28,210.48,0.116582817,0.271723098,0.061801759
1723730520,210.49,210.71,210.49,210.58,0.112952053,0.239968889,0.047510452
1723730580,210.61,210.61,210.28,210.38,0.092865819,0.210548275,-0.094975781
1723730640,210.49,210.56,210.4,210.44,0.080856766,0.184609973,0.028519821
1723730700,210.43,210.43,210.08,210.2,0.051381219,0.157964223,-0.114046759
1723730760,210.28,210.28,210.05,210.09,0.018927373,0.130156853,-0.052331113
1723730820,210.1,210.17,209.91,210.11,-0.005119685,0.103101545,0.00951973
1723730880,210.12,210.25,209.94,210.1,-0.024699349,0.077541366,-0.004759412
1723730940,210.07,210.25,210.04,210.11,-0.038960347,0.054241024,0.004759638
1723731000,210.1,210.18,209.97,210.17,-0.044903176,0.034412184,0.02855647
1723731060,210.15,210.35,210.12,210.2,-0.046654359,0.018198875,0.014274159
1723731120,210.19,210.33,210.13,210.2,-0.047494695,0.005060161,0
1723731180,210.19,210.53,210.19,210.53,-0.021287042,-0.000209279,0.15699334
1723731240,210.5,210.61,210.39,210.52,-0.001309113,-0.000429246,-0.004749917
1723731300,210.53,210.84,210.53,210.72,0.030312444,0.005719092,0.09500285
1723731360,210.73,210.8,210.53,210.72,0.054741728,0.015523619,0
1723731420,210.73,210.81,210.61,210.66,0.068471318,0.026113159,-0.028473804
1723731480,210.71,210.76,210.55,210.76,0.086425028,0.038175533,0.047469857
1723731540,210.78,210.91,210.75,210.91,0.111472236,0.052834873,0.071171
1723731600,210.9,210.95,210.72,210.72,0.114669082,0.065201715,-0.090085819
1723731660,210.711,210.95,210.64,210.92,0.13182138,0.078525648,0.09491268
1723731720,210.92,210.95,210.79,210.87,0.139768948,0.090774308,-0.02370567
1723731780,210.88,210.88,210.56,210.62,0.124459847,0.097511416,-0.118556457
1723731840,210.63,210.66,210.47,210.53,0.103867704,0.098782673,-0.042730985
1723731900,210.55,210.66,210.47,210.62,0.093730068,0.097772152,0.042749252
1723731960,210.61,210.7,210.6,210.67,0.088707931,0.095959308,0.023739436
1723732020,210.67,210.84,210.64,210.84,0.097323545,0.096232155,0.080694926
1723732080,210.83,210.98,210.81,210.98,0.114132661,0.099812256,0.066401062
1723732140,210.98,211.07,210.88,210.965,0.124804958,0.104810797,-0.007109679
1723732200,210.95,211.14,210.94,211.09,0.141715675,0.112191772,0.059251535
1723732260,211.1,211.16,210.96,211.16,0.158933865,0.121540191,0.033161211
1723732320,211.18,211.34,211.15,211.29,0.180983058,0.133428764,0.06156469
1723732380,211.32,211.34,211.23,211.26,0.193802419,0.145503495,-0.014198495
1723732440,211.27,211.3,211.15,211.3,0.204828387,0.157368474,0.018934015
1723732500,211.27,211.32,211.25,211.32,0.212728181,0.168440415,0.009465215
1723732560,211.31,211.39,211.26,211.36,0.219684108,0.178689154,0.018928639
1723732620,211.39,211.48,211.34,211.42,0.227416711,0.188434665,0.028387585
1723732680,211.41,211.41,211.16,211.16,0.210142634,0.192776259,-0.122977959
1723732740,211.16,211.17,211.06,211.17,0.195011746,0.193223357,0.004735745
1723732800,211.16,211.16,211,211.07,0.172957498,0.189170185,-0.047355211
1723732860,211.09,211.22,211.04,211.11,0.156898386,0.182715825,0.018951059
1723732920,211.16,211.16,211.05,211.07,0.139337561,0.174040172,-0.018947468
1723732980,211.07,211.16,211.02,211.14,0.129575234,0.165147185,0.033164353
1723733040,211.15,211.28,211.1,211.28,0.131618137,0.158441375,0.066306716
1723733100,211.3,211.3,211.21,211.29,0.132516501,0.1532564,0.004733056
1723733160,211.33,211.33,211.18,211.31,0.13330563,0.149266246,0.009465663
1723733220,211.31,211.42,211.31,211.375,0.137589926,0.146930982,0.030760494
1723733280,211.39,211.56,211.38,211.5,0.149350101,0.147414806,0.059136606
1723733340,211.49,211.5,211.31,211.42,0.150480152,0.148027875,-0.037825059
1723733400,211.43,211.49,211.3,211.38,0.146459763,0.147714253,-0.018919686
1723733460,211.38,211.42,211.24,211.28,0.133663621,0.144904126,-0.047308165
1723733520,211.32,211.41,211.21,211.21,0.116530875,0.139229476,-0.03313139
1723733580,211.23,211.33,211.1,211.33,0.111352446,0.13365407,0.056815492
1723733640,211.31,211.54,211.31,211.49,0.118789831,0.130681222,0.075710973
1723733700,211.46,211.48,211.28,211.43,0.118476788,0.128240335,-0.028370136
1723733760,211.42,211.43,211.33,211.41,0.115285921,0.125649453,-0.009459396
1723733820,211.43,211.57,211.42,211.56,0.123437967,0.125207155,0.070952178
1723733880,211.56,211.75,211.56,211.72,0.141181729,0.12840207,0.075628663
1723733940,211.71,211.86,211.71,211.78,0.158260954,0.134373847,0.028339316
1723734000,211.78,211.86,211.75,211.85,0.175422615,0.1425836,0.033053168
1723734060,211.85,212.04,211.79,211.9,0.190857846,0.15223845,0.023601605
1723734120,211.89,212.12,211.88,212.12,0.218325815,0.165455923,0.103822558
1723734180,212.12,212.18,212.09,212.15,0.239751423,0.180315023,0.014142938
1723734240,212.13,212.38,212.05,212.36,0.270557795,0.198363577,0.098986566
1723734300,212.38,212.44,212.21,212.38,0.293206003,0.217332062,0.009417969
1723734360,212.36,212.39,212.25,212.3,0.30122718,0.234111086,-0.03766833
1723734420,212.27,212.38,212.25,212.33,0.306471952,0.248583259,0.014130947
1723734480,212.32,212.4,212.21,212.3,0.304695384,0.259805684,-0.01412895
1723734540,212.29,212.41,212.24,212.39,0.307010661,0.269246679,0.04239284
1723734600,212.39,212.47,212.34,212.429,0.308437038,0.277084751,0.018362446
1723734660,212.42,212.42,212.27,212.36,0.300535345,0.28177487,-0.032481441
1723734720,212.35,212.47,212.33,212.43,0.296503701,0.284720636,0.032962893
1723734780,212.44,212.44,212.23,212.38,0.285977442,0.284971997,-0.023537165
1723734840,212.39,212.52,212.39,212.46,0.280853137,0.284148225,0.03766833
1723734900,212.45,212.61,212.45,212.57,0.282412692,0.283801119,0.051774452
1723734960,212.58,212.61,212.54,212.55,0.278820745,0.282805044,-0.009408665
1723735020,212.55,212.55,212.38,212.5,0.268840493,0.280012134,-0.023523877
1723735080,212.56,212.56,212.32,212.39,0.24918257,0.273846221,-0.051764706
1723735140,212.4,212.46,212.33,212.33,0.226155051,0.264307987,-0.028249918
1723735200,212.33,212.33,212.18,212.32,0.204738561,0.252394102,-0.00470965
1723735260,212.34,212.4,212.29,212.36,0.18881694,0.239678669,0.018839488
1723735320,212.36,212.36,212.22,212.22,0.163022884,0.224347512,-0.065925786
1723735380,212.22,212.23,212.13,212.19,0.138562893,0.207190588,-0.014136274
1723735440,212.2,212.3,212.15,212.3,0.126594947,0.19107146,0.051840332
1723735500,212.28,212.29,212.1,212.12,0.101416699,0.173140508,-0.084785681
1723735560,212.16,212.21,212.03,212.06,0.075748081,0.153662022,-0.028285876
1723735620,212.055,212.1,212.04,212.06,0.054774114,0.133884441,0
1723735680,212.08,212.12,212.01,212.04,0.036121871,0.114331927,-0.009431293
1723735740,212.02,212.02,211.87,211.89,0.009130833,0.093291708,-0.07074137
1723735800,211.9,211.9,211.78,211.9,-0.011322326,0.072368901,0.00471943
1723735860,211.9,211.95,211.78,211.9,-0.027217851,0.052451551,0
1723735920,211.9,212.02,211.9,211.95,-0.035372831,0.034886674,0.023596036
1723735980,211.94,212.04,211.93,212.04,-0.034179464,0.021073447,0.042462845
1723736040,212.05,212.07,211.96,211.99,-0.036843585,0.00949004,-0.023580457
1723736100,211.98,212.01,211.9,212,-0.037713268,4.93788E-05,0.004717204
1723736160,212,212.08,211.94,212.01,-0.037167142,-0.007393925,0.004716981
1723736220,212.02,212.03,211.92,211.94,-0.041899754,-0.014295091,-0.033017311
1723736280,211.97,212.04,211.93,211.94,-0.045130151,-0.020462103,0
1723736340,211.96,212.06,211.96,212.02,-0.040765018,-0.024522686,0.037746532
1723736400,212.02,212.1,212,212.08,-0.032094159,-0.026036981,0.028299217
1723736460,212.1,212.12,212.04,212.12,-0.021744122,-0.025178409,0.018860807
1723736520,212.11,212.2,212.04,212.04,-0.01976909,-0.024096545,-0.037714501
1723736580,212.05,212.18,212.05,212.085,-0.014406667,-0.022158569,0.021222411
1723736640,212.09,212.11,211.98,212.04,-0.013630903,-0.020453036,-0.021217908
1723736700,212.06,212.09,211.92,211.95,-0.020047261,-0.020371881,-0.042444822
1723736760,211.96,211.99,211.81,211.99,-0.021654979,-0.020628501,0.018872376
1723736820,211.99,212.04,211.99,212.04,-0.018679204,-0.020238641,0.023586018
1723736880,212.045,212.09,212.045,212.09,-0.012146283,-0.01862017,0.023580457
1723736940,212.08,212.09,212.02,212.07,-0.00848492,-0.01659312,-0.009429959
1723737000,212.075,212.105,212.02,212.08,-0.004721916,-0.014218879,0.004715424
1723737060,212.075,212.075,211.9,211.97,-0.010494812,-0.013474066,-0.05186722
1723737120,211.98,212.02,211.9,211.905,-0.020083321,-0.014795917,-0.030664717
1723737180,211.89,211.93,211.88,211.91,-0.026967956,-0.017230325,0.002359548
1723737240,211.9,211.97,211.9,211.96,-0.02806597,-0.019397454,0.023594922
1723737300,211.96,212.08,211.95,212.08,-0.019033748,-0.019324713,0.056614456
1723737360,212.1,212.1,212.03,212.05,-0.014133474,-0.018286465,-0.014145605
1723737420,212.05,212.11,212.01,212.04,-0.010930883,-0.016815348,-0.004715869
1723737480,212.06,212.07,211.97,211.97,-0.013881208,-0.01622852,-0.033012639
1723737540,211.98,212,211.92,211.92,-0.02002313,-0.016987442,-0.023588244
1723737600,211.91,212,211.88,211.97,-0.020618389,-0.017713632,0.023593809
1723737660,211.97,212.01,211.92,211.99,-0.019254351,-0.018021776,0.009435297
1723737720,211.97,211.97,211.9,211.94,-0.021954842,-0.018808389,-0.023586018
1723737780,211.95,212.08,211.93,212.08,-0.012652322,-0.017577175,0.066056431
1723737840,212.08,212.11,212.05,212.06,-0.006815279,-0.015424796,-0.009430404
1723737900,212.06,212.11,212.02,212.11,0.001824175,-0.011975002,0.023578233
1723737960,212.06,212.14,212.06,212.14,0.010965351,-0.007386931,0.014143605
1723738020,212.16,212.17,212.11,212.165,0.019996582,-0.001910229,0.011784671
1723738080,212.16,212.2,212.15,212.19,0.028838754,0.004239568,0.011783282
1723738140,212.19,212.24,212.19,212.22,0.037830896,0.010957833,0.014138272
1723738200,212.23,212.28,212.2,212.24,0.046040343,0.017974335,0.009424182
1723738260,212.24,212.28,212.2,212.28,0.055138452,0.025407159,0.018846589
1723738320,212.28,212.3,212.17,212.23,0.057649638,0.031855655,-0.023553797
1723738380,212.22,212.34,212.2,212.34,0.067735045,0.039031533,0.051830561
1723738440,212.33,212.36,212.31,212.33,0.074067086,0.046038643,-0.004709428
1723738500,212.34,212.45,212.34,212.44,0.086958947,0.054222704,0.051806151
1723738560,212.43,212.44,212.38,212.43,0.095270701,0.062432303,-0.004707211
1723738620,212.42,212.44,212.33,212.39,0.09750617,0.069447077,-0.018829732
1723738680,212.39,212.42,212.33,212.38,0.097348704,0.075027402,-0.00470832
1723738740,212.38,212.39,212.29,212.38,0.096115946,0.079245111,0
1723738800,212.38,212.46,212.38,212.44,0.098841097,0.083164308,0.028251248
1723738860,212.43,212.54,212.37,212.52,0.106231558,0.087777758,0.037657692
1723738920,212.52,212.61,212.51,212.56,0.114002073,0.093022621,0.018821758
1723738980,212.57,212.7,212.57,212.7,0.129959005,0.100409898,0.065863756
1723739040,212.7,212.72,212.61,212.64,0.136193536,0.107566626,-0.028208745
1723739100,212.655,212.67,212.57,212.6,0.136335194,0.113320339,-0.018811136
1723739160,212.62,212.77,212.62,212.74,0.146060593,0.11986839,0.065851364
1723739220,212.76,212.8,212.71,212.78,0.155206583,0.126936029,0.018802294
1723739280,212.77,212.85,212.75,212.83,0.164592112,0.134467245,0.023498449
1723739340,212.83,212.86,212.78,212.81,0.168474312,0.141268659,-0.009397171
1723739400,212.81,212.87,212.78,212.87,0.174382312,0.147891389,0.028194164
1723739460,212.86,212.86,212.76,212.79,0.170642057,0.152441523,-0.037581623
1723739520,212.79,212.87,212.75,212.87,0.172148785,0.156382975,0.037595752
1723739580,212.87,212.88,212.77,212.87,0.171367461,0.159379872,0
1723739640,212.88,212.97,212.88,212.93,0.173588731,0.162221644,0.028186217
1723739700,212.95,212.95,212.85,212.9,0.170957662,0.163968848,-0.014089137
1723739760,212.9,212.9,212.86,212.88,0.165352605,0.164245599,-0.009394082
1723739820,212.88,212.91,212.85,212.91,0.161469981,0.163690476,0.014092446
1723739880,212.89,212.93,212.84,212.9,0.155790205,0.162110421,-0.00469682
1723739940,212.9,212.92,212.8,212.87,0.147171688,0.159122675,-0.014091123
1723740000,212.86,212.915,212.83,212.89,0.140337561,0.155365652,0.009395406
1723740060,212.88,212.88,212.6,212.76,0.123013528,0.148895227,-0.061064399
1723740120,212.79,212.88,212.66,212.66,0.100061497,0.139128481,-0.047001316
1723740180,212.66,212.79,212.61,212.61,0.07695023,0.126692831,-0.023511709
1723740240,212.61,212.64,212.51,212.55,0.053179862,0.111990237,-0.028220686
1723740300,212.56,212.65,212.56,212.65,0.041927524,0.097977695,0.047047753
1723740360,212.66,212.66,212.475,212.5,0.020667971,0.08251575,-0.070538443
1723740420,212.5,212.5,212.2,212.3,-0.012178323,0.063576935,-0.094117647
1723740480,212.3,212.32,212.22,212.22,-0.04415558,0.042030432,-0.037682525
1723740540,212.23,212.42,212.23,212.35,-0.058335419,0.021957262,0.061257186
1723740600,212.36,212.37,212.31,212.37,-0.067184747,0.00412886,0.009418413
1723740660,212.39,212.54,212.39,212.48,-0.064577414,-0.009612395,0.051796393
1723740720,212.5,212.53,212.46,212.49,-0.061000986,-0.019890113,0.004706325
1723740780,212.5,212.56,212.5,212.54,-0.053515169,-0.026615124,0.023530519
1723740840,212.53,212.6,212.52,212.54,-0.047040354,-0.03070017,0
1723740900,212.56,212.6,212.54,212.55,-0.0406337,-0.032686876,0.004704997
1723740960,212.55,212.62,212.53,212.62,-0.029567133,-0.032062927,0.032933427
1723741020,212.63,212.68,212.52,212.56,-0.025346124,-0.030719567,-0.028219358
1723741080,212.56,212.62,212.525,212.595,-0.018958198,-0.028367293,0.016465939
1723741140,212.62,212.7,212.62,212.65,-0.0093499,-0.024563814,0.025870787
1723741200,212.66,212.66,212.49,212.51,-0.012883572,-0.022227766,-0.065835881
1723741260,212.45,212.55,212.43,212.53,-0.013909854,-0.020564184,0.009411322
1723741320,212.52,212.57,212.47,212.47,-0.01934173,-0.020319693,-0.028231309
1723741380,212.48,212.55,212.48,212.55,-0.016995288,-0.019654812,0.037652374
1723741440,212.54,212.555,212.47,212.53,-0.016558671,-0.019035584,-0.009409551
1723741500,212.52,212.55,212.46,212.48,-0.020016493,-0.019231766,-0.02352609
1723741560,212.47,212.51,212.47,212.51,-0.020104342,-0.019406281,0.014118976
1723741620,212.5,212.51,212.4,212.42,-0.027123548,-0.020949734,-0.042350948
1723741680,212.44,212.54,212.42,212.47,-0.028325221,-0.022424832,0.023538273
1723741740,212.47,212.5,212.39,212.4,-0.034527954,-0.024845456,-0.032945828
1723741800,212.4,212.46,212.4,212.44,-0.035803281,-0.027037021,0.018832392
1723741860,212.44,212.555,212.43,212.55,-0.027619526,-0.027153522,0.051779326
1723741920,212.56,212.57,212.48,212.5,-0.024881603,-0.026699138,-0.023523877
1723741980,212.5,212.52,212.5,212.5,-0.022452956,-0.025849902,0
1723742040,212.5,212.505,212.45,212.505,-0.019895435,-0.024659008,0.002352941
1723742100,212.495,212.52,212.47,212.51,-0.01726609,-0.023180425,0.002352886
1723742160,212.52,212.62,212.51,212.59,-0.008627532,-0.020269846,0.037645287
1723742220,212.59,212.63,212.51,212.57,-0.003356552,-0.016887187,-0.00940778
1723742280,212.58,212.63,212.54,212.58,0.001609105,-0.013187929,0.004704333
1723742340,212.59,212.61,212.54,212.58,0.005481239,-0.009454095,0
1723742400,212.59,212.61,212.55,212.6,0.01004794,-0.005553688,0.009408223
1723742460,212.62,212.74,212.61,212.71,0.022286262,1.43019E-05,0.051740357
1723742520,212.74,212.78,212.69,212.78,0.037204762,0.007452394,0.032908655
1723742580,212.77,212.77,212.67,212.72,0.043682735,0.014698462,-0.028198139
1723742640,212.74,212.78,212.71,212.77,0.052248865,0.022208543,0.023505077
1723742700,212.76,212.85,212.73,212.84,0.063948837,0.030556602,0.032899375
1723742760,212.85,212.92,212.83,212.92,0.078768487,0.040198979,0.03758692
1723742820,212.94,212.96,212.89,212.95,0.091874839,0.050534151,0.014089799
1723742880,212.96,212.99,212.84,212.89,0.096310017,0.059689324,-0.028175628
1723742940,212.89,212.89,212.84,212.86,0.096294159,0.067010291,-0.014091784
1723743000,212.88,212.94,212.85,212.94,0.101566132,0.073921459,0.037583388
1723743060,212.94,213,212.91,212.95,0.105336867,0.080204541,0.004696159
1723743120,212.93,213.01,212.93,212.99,0.11028161,0.086219955,0.018783752
1723743180,212.98,213.04,212.96,213.02,0.115292088,0.092034381,0.014085168
1723743240,213.02,213.04,212.97,212.995,0.115909504,0.096809406,-0.011735987
1723743300,212.995,213.01,212.93,212.95,0.111482586,0.099744042,-0.021127257
1723743360,212.94,213.04,212.94,213.04,0.113923232,0.10257988,0.042263442
1723743420,213.04,213.09,213.02,213.03,0.113739428,0.10481179,-0.004693954
1723743480,213.02,213.04,212.96,213.02,0.111501526,0.106149737,-0.004694175
1723743540,213.02,213.04,212.995,212.995,0.106483209,0.106216431,-0.011735987
1723743600,212.975,212.98,212.91,212.98,0.100141414,0.105001428,-0.007042419
1723743660,212.97,213,212.94,212.94,0.090840675,0.102169277,-0.018781106
1723743720,212.93,212.99,212.93,212.97,0.084911713,0.098717765,0.014088476
1723743780,212.96,213.01,212.87,212.87,0.071321652,0.093238542,-0.04695497
1723743840,212.88,212.91,212.79,212.87,0.059861385,0.086563111,0
1723743900,212.87,212.95,212.85,212.95,0.05658213,0.080566914,0.037581623
1723743960,212.95,213.03,212.94,213.01,0.058154426,0.076084417,0.028175628
1723744020,213.01,213.01,212.88,212.9,0.049948625,0.070857259,-0.051640768
1723744080,212.91,212.95,212.84,212.84,0.038164039,0.064318615,-0.028182245
1723744140,212.83,212.89,212.82,212.86,0.030091625,0.057473217,0.00939673
1723744200,212.85,212.87,212.83,212.83,0.021030997,0.050184773,-0.014093771
1723744260,212.84,212.87,212.82,212.87,0.016883428,0.043524504,0.018794343
1723744320,212.88,212.92,212.88,212.9,0.015834667,0.037986537,0.014093108
1723744380,212.91,212.91,212.8,212.83,0.009248491,0.032238928,-0.032879286
1723744440,212.81,212.81,212.77,212.8,0.001589823,0.026109107,-0.014095757
1723744500,212.79,212.86,212.78,212.86,0.000357649,0.020958815,0.028195489
1723744560,212.85,212.87,212.8,212.81,-0.004600409,0.01584697,-0.023489618
1723744620,212.81,212.82,212.69,212.73,-0.014814268,0.009714723,-0.037592218
1723744680,212.74,212.79,212.74,212.79,-0.01786143,0.004199492,0.028204767
1723744740,212.8,212.83,212.75,212.79,-0.020045259,-0.000649458,0
1723744800,212.78,212.78,212.71,212.75,-0.024718684,-0.005463303,-0.018797876
1723744860,212.74,212.84,212.7,212.84,-0.020919017,-0.008554446,0.042303173
1723744920,212.84,212.86,212.82,212.83,-0.018501397,-0.010543836,-0.004698365
1723744980,212.83,212.85,212.81,212.83,-0.016396409,-0.011714351,0
1723745040,212.83,212.9,212.83,212.87,-0.011369464,-0.011645373,0.018794343
1723745100,212.87,212.88,212.76,212.76,-0.016076337,-0.012531566,-0.051674731
1723745160,212.78,212.85,212.77,212.79,-0.01718769,-0.013462791,0.014100395
1723745220,212.79,212.86,212.76,212.83,-0.014671654,-0.013704564,0.018797876
1723745280,212.84,212.84,212.76,212.77,-0.017319526,-0.014427556,-0.028191514
